,leaid,rla_score,math_score,year
2218,1806080,62,37,2018
2219,1806090,62,32,2018
2220,1806120,57,27,2018
2221,1806240,57,27,2018
2222,1806270,57,47,2018
2223,1806390,42,32,2018
2224,1806480,52,37,2018
2225,1806510,55,40,2018
2226,1806570,40,17,2018
2227,1806600,58,42,2018
2228,1806630,62,52,2018
2229,1806660,67,37,2018
2230,1806840,46,27,2018
2231,1806870,52,32,2018
2232,1806900,57,27,2018
2233,1807020,64,34,2018
2234,1807080,67,47,2018
2235,1807110,62,42,2018
2236,1807140,60,28,2018
2237,1807230,67,37,2018
2238,1807260,64,49,2018
2239,1807290,52,52,2018
2240,1807320,38,21,2018
2241,1807350,87,60,2018
2242,1807380,62,37,2018
2243,1807410,65,42,2018
2244,1807440,42,27,2018
2245,1807470,47,32,2018
2246,1807560,62,32,2018
2247,1807620,62,37,2018
2248,1807650,79,47,2018
2249,1807680,62,52,2018
2250,1807710,52,37,2018
2251,1807770,47,27,2018
2252,1807800,47,22,2018
2253,1807830,47,17,2018
2254,1807860,54,35,2018
2255,1807890,57,32,2018
2256,1807900,67,42,2018
2257,1807920,52,17,2018
2258,1807950,67,47,2018
2259,1807980,62,37,2018
2260,1808010,77,62,2018
2261,1808040,34,15,2018
2262,1808070,52,12,2018
2263,1808100,82,57,2018
2264,1808120,62,67,2018
2265,1808130,57,32,2018
2266,1808160,57,32,2018
2267,1808190,57,22,2018
2268,1808220,62,42,2018
2269,1808250,82,56,2018
2270,1808280,72,37,2018
2271,1808310,77,47,2018
2272,1808340,72,32,2018
2273,1808460,54,24,2018
2274,1808490,74,54,2018
2275,1808640,57,42,2018
2276,1808760,76,58,2018
2277,1808820,49,31,2018
2278,1808850,52,37,2018
2279,1808900,62,27,2018
2280,1808910,51,31,2018
2281,1808940,62,47,2018
2282,1808970,78,52,2018
2283,1809000,72,47,2018
2284,1809060,67,27,2018
2285,1809120,77,57,2018
2286,1809150,54,32,2018
2287,1809180,62,32,2018
2288,1809300,67,37,2018
2289,1809360,47,32,2018
2290,1809370,62,24,2018
2291,1809420,62,37,2018
2292,1809480,57,47,2018
2293,1809510,52,27,2018
2294,1809600,54,24,2018
2295,1809630,52,32,2018
2296,1809690,50,19,2018
2297,1809720,62,37,2018
2298,1809750,67,42,2018
2299,1809810,47,32,2018
2300,1809840,52,47,2018
2301,1809990,47,12,2018
2302,1810020,52,22,2018
2303,1810080,53,23,2018
2304,1810110,77,62,2018
2305,1810140,57,42,2018
2306,1810230,67,32,2018
2307,1810260,62,47,2018
2308,1810290,41,22,2018
2309,1810350,77,72,2018
2310,1810360,67,47,2018
2311,1810380,54,24,2018
2312,1810410,67,52,2018
2313,1810440,63,35,2018
2314,1810450,62,42,2018
2315,1810470,64,24,2018
2316,1810500,47,32,2018
2317,1810530,57,37,2018
2318,1810560,52,37,2018
2319,1810590,62,27,2018
2320,1810620,32,22,2018
2321,1810640,77,57,2018
2322,1810650,77,60,2018
2323,1810680,52,37,2018
2324,1810710,72,42,2018
2325,1810740,64,34,2018
2326,1810770,54,34,2018
2327,1810800,47,17,2018
2328,1810830,64,34,2018
2329,1810860,62,42,2018
2330,1810870,62,52,2018
2331,1810900,57,32,2018
2332,1810920,72,57,2018
2333,1810950,52,27,2018
2334,1810980,52,42,2018
2335,1811100,62,37,2018
2336,1811190,71,51,2018
2337,1811220,47,22,2018
2338,1811250,57,32,2018
2339,1811260,42,47,2018
2340,1811340,59,39,2018
2341,1811370,62,27,2018
2342,1811400,52,27,2018
2343,1811430,54,34,2018
2344,1811460,67,42,2018
2345,1811490,64,44,2018
2346,1811580,57,37,2018
2347,1811610,42,32,2018
2348,1811700,57,42,2018
2349,1811730,30,30,2018
2350,1811910,62,47,2018
2351,1811970,78,55,2018
2352,1812090,61,33,2018
2353,1812120,52,32,2018
2354,1812150,47,27,2018
2355,1812180,47,22,2018
2356,1812240,72,42,2018
2357,1812360,40,20,2018
2358,1812390,70,48,2018
2359,1812420,59,37,2018
2360,1812450,47,32,2018
2361,1812720,56,30,2018
2362,1812810,36,16,2018
2363,1812870,82,72,2018
2364,1812880,52,37,2018
2365,1812900,52,37,2018
2366,1812930,67,37,2018
2367,1812990,62,32,2018
2368,1813050,57,17,2018
2369,1813080,77,54,2018
2370,1813110,72,62,2018
2371,1813200,57,32,2018
2372,1813230,57,27,2018
2373,1900006,77,92,2018
2374,1900009,64,84,2018
2375,1900015,74,84,2018
2376,1900021,82,92,2018
2377,1900022,87,92,2018
2378,1900023,74,84,2018
2379,1900024,77,92,2018
2380,1900025,84,84,2018
2381,1900027,74,84,2018
2382,1900028,82,87,2018
2383,1900040,84,84,2018
2384,1900060,74,84,2018
2385,1903060,74,74,2018
2386,1903150,87,92,2018
2387,1903220,74,84,2018
2388,1903270,82,77,2018
2389,1903300,84,84,2018
2390,1903360,77,82,2018
2391,1903390,77,87,2018
2392,1903450,74,84,2018
2393,1903480,84,84,2018
2394,1903540,89,91,2018
2395,1903570,87,82,2018
2396,1903690,89,92,2018
2397,1903750,74,84,2018
2398,1903850,64,64,2018
2399,1903930,77,82,2018
2400,1904080,74,84,2018
2401,1904200,87,87,2018
2402,1904320,82,82,2018
2403,1904440,77,77,2018
2404,1904650,84,87,2018
2405,1904680,74,84,2018
2406,1904860,86,91,2018
2407,1904950,77,82,2018
2408,1905070,82,82,2018
2409,1905130,77,82,2018
2410,1905490,64,84,2018
2411,1905750,64,64,2018
2412,1905790,62,57,2018
2413,1905940,82,77,2018
2414,1906060,87,87,2018
2415,1906240,74,64,2018
2416,1906270,82,82,2018
2417,1906330,82,87,2018
2418,1906510,88,87,2018
2419,1906540,70,75,2018
2420,1906750,77,77,2018
2421,1906780,84,84,2018
2422,1906810,92,87,2018
2423,1906840,69,69,2018
2424,1906900,84,74,2018
2425,1906930,82,87,2018
2426,1907050,82,82,2018
2427,1907080,67,72,2018
2428,1907170,87,92,2018
2429,1907350,87,87,2018
2430,1907380,77,77,2018
2431,1907410,72,77,2018
2432,1907470,69,69,2018
2433,1907590,77,82,2018
2434,1907620,82,92,2018
2435,1907710,72,72,2018
2436,1907860,77,78,2018
2437,1907920,74,74,2018
2438,1907980,74,64,2018
2439,1908130,64,84,2018
2440,1908220,61,65,2018
2441,1908310,87,82,2018
2442,1908520,87,87,2018
2443,1908550,84,74,2018
2444,1908580,67,67,2018
2445,1908610,87,87,2018
2446,1908910,77,82,2018
2447,1908970,53,55,2018
2448,1909120,82,87,2018
2449,1909480,75,81,2018
2450,1909540,69,69,2018
2451,1909600,84,84,2018
2452,1909990,64,84,2018
2453,1910050,74,84,2018
2454,1910110,84,84,2018
2455,1910130,84,84,2018
2456,1910340,84,84,2018
2457,1910350,54,54,2018
2458,1910690,67,87,2018
2459,1910950,64,84,2018
2460,1910980,74,84,2018
2461,1911070,82,77,2018
2462,1911340,72,72,2018
2463,1911790,87,87,2018
2464,1911820,62,67,2018
2465,1911850,72,72,2018
2466,1912120,74,84,2018
2467,1912230,74,84,2018
2468,1912330,72,87,2018
2469,1912480,84,84,2018
2470,1912660,74,84,2018
2471,1912690,82,82,2018
2472,1913110,74,84,2018
2473,1913200,87,87,2018
2474,1913230,64,74,2018
2475,1913320,84,84,2018
2476,1913350,82,72,2018
2477,1913470,77,82,2018
2478,1913500,87,92,2018
2479,1914010,64,74,2018
2480,1914160,82,87,2018
2481,1914280,77,87,2018
2482,1914370,82,87,2018
2483,1914580,82,92,2018
2484,1914640,77,82,2018
2485,1914670,72,82,2018
2486,1914700,76,81,2018
2487,1914730,77,77,2018
2488,1914880,74,84,2018
2489,1915210,67,82,2018
2490,1915450,87,90,2018
2491,1915630,67,77,2018
2492,1915840,82,87,2018
2493,1916110,74,84,2018
2494,1916530,77,82,2018
2495,1916620,84,64,2018
2496,1916680,82,82,2018
2497,1917100,62,72,2018
2498,1917220,78,84,2018
2499,1917460,84,84,2018
2500,1917550,84,84,2018
2501,1917820,72,72,2018
2502,1918120,84,84,2018
2503,1918180,84,84,2018
2504,1918240,74,74,2018
2505,1918330,64,84,2018
2506,1918480,74,74,2018
2507,1918510,82,92,2018
2508,1918540,84,84,2018
2509,1918690,82,87,2018
2510,1918720,66,71,2018
2511,1918750,84,74,2018
2512,1918780,67,77,2018
2513,1918840,87,87,2018
2514,1918930,92,92,2018
2515,1918960,49,69,2018
2516,1919140,77,77,2018
2517,1919200,64,74,2018
2518,1919440,87,82,2018
2519,1919590,64,84,2018
2520,1919710,69,69,2018
2521,1919890,77,82,2018
2522,1920040,92,92,2018
2523,1920130,74,77,2018
2524,1920190,84,74,2018
2525,1920250,87,92,2018
2526,1920340,82,87,2018
2527,1920460,74,74,2018
2528,1920580,84,84,2018
2529,1920610,72,67,2018
2530,1920820,84,84,2018
2531,1920910,82,82,2018
2532,1920940,77,87,2018
2533,1921090,82,92,2018
2534,1921210,74,84,2018
2535,1921240,87,87,2018
2536,1921630,72,82,2018
2537,1921810,69,49,2018
2538,1921840,87,92,2018
2539,1921870,77,77,2018
2540,1922110,67,72,2018
2541,1922440,74,84,2018
2542,1922470,82,92,2018
2543,1922530,77,82,2018
2544,1923110,91,95,2018
2545,1923160,74,84,2018
2546,1923190,82,77,2018
2547,1923340,54,54,2018
2548,1924000,72,72,2018
2549,1924660,84,84,2018
2550,1924870,87,92,2018
2551,1924960,84,84,2018
2552,1925320,62,67,2018
2553,1925590,92,92,2018
2554,1925920,74,74,2018
2555,1925980,87,87,2018
2556,1926070,77,87,2018
2557,1926250,74,84,2018
2558,1926280,84,84,2018
2559,1926370,92,92,2018
2560,1926400,72,71,2018
2561,1926580,87,87,2018
2562,1926640,84,84,2018
2563,1926730,77,72,2018
2564,1926820,78,81,2018
2565,1926910,72,77,2018
2566,1927000,87,92,2018
2567,1927390,62,67,2018
2568,1927500,74,74,2018
2569,1927600,77,87,2018
2570,1927870,77,82,2018
2571,1927990,84,84,2018
2572,1928170,84,74,2018
2573,1928230,77,92,2018
2574,1928680,82,81,2018
2575,1928980,82,82,2018
2576,1929010,92,92,2018
2577,1929310,87,82,2018
2578,1929490,74,74,2018
2579,1929580,77,82,2018
2580,1929730,64,74,2018
2581,1929760,74,74,2018
2582,1930240,72,72,2018
2583,1930480,71,73,2018
2584,1930510,87,87,2018
2585,1930540,82,87,2018
2586,1930630,67,77,2018
2587,1930750,82,87,2018
2588,1930780,87,87,2018
2589,1930900,82,87,2018
2590,1930930,80,80,2018
2591,1930990,62,72,2018
2592,1931020,84,84,2018
2593,1931080,87,87,2018
2594,1931110,74,74,2018
2595,1931350,82,92,2018
2596,1931620,69,49,2018
2597,1931680,92,92,2018
2598,1931830,64,74,2018
2599,1931860,77,82,2018
2600,1932010,84,84,2018
2601,1999017,87,92,2018
2602,2000001,34,24,2018
2603,2000002,42,17,2018
2604,2000003,27,17,2018
2605,2000004,52,47,2018
2606,2000006,22,22,2018
2607,2000007,24,15,2018
2608,2000012,24,15,2018
2609,2000014,24,15,2018
2610,2000015,22,12,2018
2611,2000016,22,12,2018
2612,2000017,22,12,2018
2613,2000030,34,44,2018
2614,2000349,49,30,2018
2615,2000350,42,42,2018
2616,2000353,34,34,2018
2617,2003180,32,17,2018
2618,2003200,39,32,2018
2619,2003210,24,24,2018
2620,2003240,15,34,2018
2621,2003300,32,17,2018
2622,2003360,39,36,2018
2623,2003450,17,12,2018
2624,2003540,27,12,2018
2625,2003630,27,27,2018
2626,2003720,32,32,2018
2627,2003780,27,27,2018
2628,2003870,32,32,2018
2629,2003900,15,15,2018
2630,2004050,27,17,2018
2631,2004200,32,32,2018
2632,2004290,22,17,2018
2633,2004380,30,30,2018
2634,2004410,22,22,2018
2635,2004440,34,24,2018
2636,2004560,44,34,2018
2637,2004590,37,22,2018
2638,2004620,42,47,2018
2639,2004670,24,34,2018
2640,2004710,24,15,2018
2641,2004800,24,15,2018
2642,2004830,34,24,2018
2643,2004890,32,42,2018
2644,2004920,42,37,2018
2645,2004980,27,17,2018
2646,2005010,27,17,2018
2647,2005070,22,12,2018
2648,2005100,32,27,2018
2649,2005130,44,15,2018
2650,2005250,30,30,2018
2651,2005280,24,24,2018
2652,2005460,30,23,2018
2653,2005490,48,41,2018
2654,2005580,12,11,2018
2655,2005610,15,15,2018
2656,2005700,24,24,2018
2657,2005730,17,12,2018
2658,2005790,32,17,2018
2659,2005800,24,15,2018
2660,2005850,24,24,2018
2661,2005870,15,15,2018
2662,2005940,17,15,2018
2663,2006000,24,24,2018
2664,2006090,42,27,2018
2665,2006120,34,24,2018
2666,2006180,17,12,2018
2667,2006240,34,24,2018
2668,2006300,27,12,2018
2669,2006360,12,12,2018
2670,2006390,17,10,2018
2671,2006420,35,25,2018
2672,2006450,32,22,2018
2673,2006480,22,17,2018
2674,2006540,39,27,2018
2675,2006570,49,30,2018
2676,2006580,22,22,2018
2677,2006630,30,30,2018
2678,2006660,17,17,2018
2679,2006720,24,15,2018
2680,2006840,15,24,2018
2681,2006930,15,24,2018
2682,2006960,24,15,2018
2683,2007020,27,32,2018
2684,2007050,28,16,2018
2685,2007170,42,42,2018
2686,2007290,30,30,2018
2687,2007320,24,24,2018
2688,2007350,27,17,2018
2689,2007380,42,27,2018
2690,2007500,30,30,2018
2691,2007530,30,30,2018
2692,2007560,22,12,2018
2693,2007620,20,19,2018
2694,2007650,32,27,2018
2695,2007710,24,24,2018
2696,2007740,32,32,2018
2697,2007800,49,30,2018
2698,2007890,28,18,2018
2699,2007950,11,9,2018
2700,2007970,27,17,2018
2701,2008070,17,12,2018
2702,2008250,27,17,2018
2703,2008340,37,22,2018
2704,2008370,24,15,2018
2705,2008400,43,31,2018
2706,2008430,27,20,2018
2707,2008730,12,10,2018
2708,2008880,30,30,2018
2709,2008910,30,49,2018
2710,2008970,22,17,2018
2711,2009000,34,24,2018
2712,2009030,15,15,2018
2713,2009060,30,30,2018
2714,2009140,38,45,2018
2715,2009180,40,37,2018
2716,2009240,34,24,2018
2717,2009320,12,7,2018
2718,2009360,34,24,2018
2719,2009390,27,17,2018
2720,2009450,15,15,2018
2721,2009510,37,42,2018
2722,2009570,34,34,2018
2723,2009780,30,49,2018
2724,2009840,37,27,2018
2725,2009900,24,24,2018
2726,2009960,22,17,2018
2727,2009990,22,7,2018
2728,2010020,24,34,2018
2729,2010080,30,30,2018
2730,2010140,41,38,2018
2731,2010170,30,30,2018
2732,2010230,34,24,2018
2733,2010260,27,22,2018
2734,2010350,44,54,2018
2735,2010410,27,7,2018
2736,2010500,27,22,2018
2737,2010560,32,17,2018
2738,2010620,37,27,2018
2739,2010650,24,34,2018
2740,2010680,32,22,2018
2741,2010710,17,17,2018
2742,2010770,15,15,2018
2743,2010800,34,24,2018
2744,2010890,27,17,2018
2745,2011080,22,27,2018
2746,2011100,24,24,2018
2747,2011130,17,32,2018
2748,2011250,27,27,2018
2749,2011310,22,12,2018
2750,2011370,29,17,2018
2751,2011490,27,27,2018
2752,2011550,24,34,2018
2753,2011640,41,34,2018
2754,2011700,15,34,2018
2755,2011820,30,30,2018
2756,2011850,27,27,2018
2757,2011910,30,30,2018
2758,2012000,46,47,2018
2759,2012030,34,15,2018
2760,2012060,30,30,2018
2761,2012150,34,15,2018
2762,2012180,27,22,2018
2763,2012210,32,12,2018
2764,2012260,20,15,2018
2765,2012300,37,22,2018
2766,2012360,12,7,2018
2767,2012420,12,17,2018
2768,2012510,27,22,2018
2769,2012540,49,30,2018
2770,2012600,30,30,2018
2771,2012630,15,44,2018
2772,2012810,24,24,2018
2773,2012840,27,32,2018
2774,2012870,27,27,2018
2775,2012990,20,12,2018
2776,2013020,34,24,2018
2777,2013050,17,22,2018
2778,2013110,24,24,2018
2779,2100030,42,37,2018
2780,2100070,42,27,2018
2781,2100081,46,27,2018
2782,2100120,47,32,2018
2783,2100150,47,42,2018
2784,2100180,49,30,2018
2785,2100210,52,47,2018
2786,2100240,54,44,2018
2787,2100270,47,37,2018
2788,2100300,51,44,2018
2789,2100330,42,27,2018
2790,2100360,82,87,2018
2791,2100390,47,32,2018
2792,2100420,44,44,2018
2793,2100480,52,57,2018
2794,2100510,57,55,2018
2795,2100540,42,32,2018
2796,2100570,53,42,2018
2797,2100620,42,37,2018
2798,2100630,67,57,2018
2799,2100660,37,32,2018
2800,2100690,37,27,2018
2801,2100720,42,27,2018
2802,2100750,44,36,2018
2803,2100780,54,15,2018
2804,2100810,37,32,2018
2805,2100840,42,47,2018
2806,2100870,47,32,2018
2807,2100900,57,54,2018
2808,2100930,47,42,2018
2809,2100960,37,42,2018
2810,2100990,37,27,2018
2811,2101020,43,32,2018
2812,2101050,42,47,2018
2813,2101110,24,15,2018
2814,2101150,38,23,2018
2815,2101200,47,36,2018
2816,2101230,37,32,2018
2817,2101260,42,27,2018
2818,2101290,44,24,2018
2819,2101320,52,42,2018
2820,2101350,27,22,2018
2821,2101380,42,27,2018
2822,2101410,34,34,2018
2823,2101440,42,32,2018
2824,2101470,46,39,2018
2825,2101500,54,44,2018
2826,2101530,44,44,2018
2827,2101620,47,32,2018
2828,2101650,57,47,2018
2829,2101680,37,27,2018
2830,2101710,37,27,2018
2831,2101740,42,27,2018
2832,2101760,42,32,2018
2833,2101800,34,15,2018
2834,2101860,51,45,2018
2835,2101920,42,37,2018
2836,2101950,38,27,2018
2837,2101980,34,24,2018
2838,2102010,42,34,2018
2839,2102040,77,72,2018
2840,2102100,34,24,2018
2841,2102130,32,22,2018
2842,2102160,47,42,2018
2843,2102220,47,52,2018
2844,2102250,42,32,2018
2845,2102280,51,49,2018
2846,2102300,47,47,2018
2847,2102340,37,37,2018
2848,2102400,37,27,2018
2849,2102460,52,42,2018
2850,2102490,47,44,2018
2851,2102520,64,44,2018
2852,2102540,42,27,2018
2853,2102580,47,37,2018
2854,2102640,37,32,2018
2855,2102670,57,47,2018
2856,2102710,48,43,2018
2857,2102760,37,27,2018
2858,2102790,44,24,2018
2859,2102860,48,40,2018
2860,2102910,69,69,2018
2861,2102940,42,22,2018
2862,2102990,40,33,2018
2863,2103000,24,34,2018
2864,2103030,45,37,2018
2865,2103060,37,27,2018
2866,2103090,53,52,2018
2867,2103120,52,47,2018
2868,2103150,27,27,2018
2869,2103180,47,42,2018
2870,2103210,46,38,2018
2871,2103240,52,32,2018
2872,2103270,42,22,2018
2873,2103330,47,37,2018
2874,2103360,47,32,2018
2875,2103390,37,37,2018
2876,2103480,47,37,2018
2877,2103510,57,32,2018
2878,2103540,47,42,2018
2879,2103630,54,34,2018
2880,2103690,37,32,2018
2881,2103720,55,43,2018
2882,2103750,32,27,2018
2883,2103780,52,42,2018
2884,2103810,51,43,2018
2885,2103840,37,27,2018
2886,2103870,47,37,2018
2887,2103900,42,27,2018
2888,2103960,57,46,2018
2889,2103990,42,27,2018
2890,2104020,42,37,2018
2891,2104050,50,40,2018
2892,2104080,54,24,2018
2893,2104110,47,32,2018
2894,2104140,42,42,2018
2895,2104170,37,27,2018
2896,2104200,32,17,2018
2897,2104250,54,40,2018
2898,2104290,32,32,2018
2899,2104380,57,67,2018
2900,2104410,47,42,2018
2901,2104440,32,27,2018
2902,2104470,47,37,2018
2903,2104500,47,37,2018
2904,2104530,64,61,2018
2905,2104560,37,27,2018
2906,2104590,47,32,2018
2907,2104620,24,15,2018
2908,2104650,47,32,2018
2909,2104680,54,44,2018
2910,2104710,44,24,2018
2911,2104740,47,37,2018
2912,2104770,47,27,2018
2913,2104800,45,33,2018
2914,2104830,67,67,2018
2915,2104860,44,24,2018
2916,2104890,37,32,2018
2917,2104950,55,49,2018
2918,2104980,62,42,2018
2919,2105070,47,37,2018
2920,2105100,57,37,2018
2921,2105130,57,47,2018
2922,2105160,47,37,2018
2923,2105190,27,27,2018
2924,2105260,57,48,2018
2925,2105320,43,34,2018
2926,2105400,37,37,2018
2927,2105430,67,52,2018
2928,2105490,62,42,2018
2929,2105520,47,42,2018
2930,2105550,42,32,2018
2931,2105580,42,37,2018
2932,2105610,47,32,2018
2933,2105640,42,32,2018
2934,2105700,67,57,2018
2935,2105730,48,38,2018
2936,2105760,37,27,2018
2937,2105790,42,37,2018
2938,2105820,42,32,2018
2939,2105880,42,32,2018
2940,2105910,64,34,2018
2941,2105940,54,54,2018
2942,2105970,32,17,2018
2943,2106000,49,50,2018
2944,2200018,30,30,2018
2945,2200023,67,54,2018
2946,2200030,70,64,2018
2947,2200038,72,82,2018
2948,2200039,82,88,2018
2949,2200040,32,52,2018
2950,2200060,87,77,2018
2951,2200090,85,85,2018
2952,2200120,77,77,2018
2953,2200125,87,88,2018
2954,2200146,92,82,2018
2955,2200148,62,67,2018
2956,2200150,51,63,2018
2957,2200156,57,52,2018
2958,2200157,72,77,2018
2959,2200160,72,77,2018
2960,2200180,70,66,2018
2961,2200186,27,47,2018
2962,2200197,77,72,2018
2963,2200198,57,52,2018
2964,2200207,47,67,2018
2965,2200210,77,62,2018
2966,2200217,42,42,2018
2967,2200221,15,15,2018
2968,2200233,62,67,2018
2969,2200237,57,57,2018
2970,2200238,42,32,2018
2971,2200240,42,47,2018
2972,2200257,32,32,2018
2973,2200261,42,42,2018
2974,2200265,47,57,2018
2975,2200270,78,77,2018
2976,2200275,69,34,2018
2977,2200276,67,72,2018
2978,2200277,52,72,2018
2979,2200281,77,62,2018
2980,2200290,49,49,2018
2981,2200291,72,72,2018
2982,2200294,77,67,2018
2983,2200295,52,52,2018
2984,2200300,66,57,2018
2985,2200330,75,73,2018
2986,2200360,77,67,2018
2987,2200390,82,72,2018
2988,2200420,77,62,2018
2989,2200450,67,57,2018
2990,2200480,67,47,2018
2991,2200510,79,74,2018
2992,2200540,61,54,2018
2993,2200570,67,47,2018
2994,2200600,72,87,2018
2995,2200630,78,74,2018
2996,2200660,57,52,2018
2997,2200690,62,72,2018
2998,2200720,74,79,2018
2999,2200750,67,72,2018
3000,2200780,67,47,2018
3001,2200810,72,77,2018
3002,2200840,65,68,2018
3003,2200870,71,73,2018
3004,2200900,88,80,2018
3005,2200960,62,67,2018
3006,2200990,74,83,2018
3007,2201020,84,83,2018
3008,2201050,42,22,2018
3009,2201080,66,57,2018
3010,2201110,52,33,2018
3011,2201140,69,66,2018
3012,2201170,57,59,2018
3013,2201200,73,70,2018
3014,2201230,87,91,2018
3015,2201260,67,57,2018
3016,2201290,76,66,2018
3017,2201320,57,47,2018
3018,2201350,62,52,2018
3019,2201380,72,77,2018
3020,2201410,73,73,2018
3021,2201440,74,79,2018
3022,2201470,57,52,2018
3023,2201500,82,77,2018
3024,2201530,55,62,2018
3025,2201560,71,64,2018
3026,2201590,71,64,2018
3027,2201620,72,76,2018
3028,2201650,83,80,2018
3029,2201680,66,57,2018
3030,2201740,75,77,2018
3031,2201770,57,67,2018
3032,2201800,88,82,2018
3033,2201830,84,81,2018
3034,2201860,77,70,2018
3035,2201890,54,65,2018
3036,2201920,77,72,2018
3037,2201950,67,72,2018
3038,2201980,77,77,2018
3039,2202010,72,77,2018
3040,2300053,82,52,2018
3041,2302610,42,27,2018
3042,2302640,42,22,2018
3043,2302730,49,30,2018
3044,2302820,67,47,2018
3045,2303150,52,22,2018
3046,2303210,69,49,2018
3047,2303290,54,24,2018
3048,2303510,67,37,2018
3049,2303780,72,47,2018
3050,2303930,82,67,2018
3051,2304830,69,49,2018
3052,2304860,69,30,2018
3053,2304890,69,49,2018
3054,2305500,47,32,2018
3055,2305670,87,72,2018
3056,2306000,44,24,2018
3057,2306060,67,42,2018
3058,2306260,69,49,2018
3059,2306330,69,30,2018
3060,2306510,72,42,2018
3061,2306870,69,30,2018
3062,2307140,74,44,2018
3063,2307320,42,22,2018
3064,2307530,42,22,2018
3065,2307800,54,15,2018
3066,2308250,49,34,2018
3067,2308280,44,34,2018
3068,2308500,72,52,2018
3069,2308940,49,30,2018
3070,2309330,64,54,2018
3071,2309930,59,37,2018
3072,2310380,67,47,2018
3073,2310500,47,32,2018
3074,2310530,77,57,2018
3075,2310590,57,27,2018
3076,2310710,57,37,2018
3077,2310770,47,27,2018
3078,2310860,52,37,2018
3079,2310980,54,15,2018
3080,2311010,49,30,2018
3081,2311100,54,34,2018
3082,2311160,57,37,2018
3083,2311220,49,30,2018
3084,2311370,72,52,2018
3085,2311430,34,15,2018
3086,2311520,52,12,2018
3087,2311550,52,27,2018
3088,2311610,49,30,2018
3089,2311670,44,24,2018
3090,2311700,49,30,2018
3091,2311730,44,15,2018
3092,2311790,57,27,2018
3093,2312100,44,24,2018
3094,2312330,52,32,2018
3095,2313110,47,27,2018
3096,2313140,69,69,2018
3097,2313350,57,27,2018
3098,2313490,62,42,2018
3099,2313560,47,27,2018
3100,2313860,47,27,2018
3101,2313970,64,24,2018
3102,2314010,30,30,2018
3103,2314100,82,67,2018
3104,2314130,82,57,2018
3105,2314160,47,27,2018
3106,2314190,42,22,2018
3107,2314210,47,22,2018
3108,2314240,82,67,2018
3109,2314300,49,30,2018
3110,2314330,52,37,2018
3111,2314440,42,32,2018
3112,2314470,72,52,2018
3113,2314530,32,22,2018
3114,2314560,24,15,2018
3115,2314590,42,22,2018
3116,2314610,42,22,2018
3117,2314670,52,22,2018
3118,2314700,57,32,2018
3119,2314761,57,32,2018
3120,2314765,57,37,2018
3121,2314767,34,15,2018
3122,2314768,62,37,2018
3123,2314772,67,37,2018
3124,2314773,72,57,2018
3125,2314775,57,27,2018
3126,2314776,52,27,2018
3127,2314777,42,17,2018
3128,2314778,74,54,2018
3129,2314779,52,37,2018
3130,2314780,57,32,2018
3131,2314782,57,37,2018
3132,2314783,47,22,2018
3133,2314784,54,24,2018
3134,2314785,47,27,2018
3135,2314787,57,37,2018
3136,2314788,62,32,2018
3137,2314789,67,52,2018
3138,2314790,47,22,2018
3139,2314791,54,34,2018
3140,2314793,57,27,2018
3141,2314794,52,37,2018
3142,2314795,42,22,2018
3143,2314796,47,32,2018
3144,2314805,37,27,2018
3145,2314806,44,15,2018
3146,2314809,47,27,2018
3147,2314812,82,47,2018
3148,2314815,62,47,2018
3149,2314819,67,17,2018
3150,2314820,69,30,2018
3151,2314822,52,27,2018
3152,2314833,54,24,2018
3153,2500001,92,82,2018
3154,2500002,77,67,2018
3155,2500026,77,67,2018
3156,2500040,92,62,2018
3157,2500041,87,64,2018
3158,2500044,92,87,2018
3159,2500053,92,92,2018
3160,2500054,92,57,2018
3161,2500063,87,72,2018
3162,2500070,84,74,2018
3163,2500082,92,82,2018
3164,2500526,77,57,2018
3165,2500541,92,82,2018
3166,2500542,92,82,2018
3167,2500544,92,82,2018
3168,2500547,84,42,2018
3169,2500548,92,72,2018
3170,2500550,87,67,2018
3171,2500553,84,44,2018
3172,2500554,97,83,2018
3173,2500556,87,67,2018
3174,2501650,92,87,2018
3175,2501780,92,77,2018
3176,2501800,92,82,2018
3177,2501950,98,89,2018
3178,2501980,94,89,2018
3179,2502040,92,87,2018
3180,2502160,87,62,2018
3181,2502190,88,75,2018
3182,2502220,92,82,2018
3183,2502310,91,73,2018
3184,2502430,92,87,2018
3185,2502460,92,82,2018
3186,2502490,98,93,2018
3187,2502640,92,82,2018
3188,2502670,94,88,2018
3189,2502715,87,77,2018
3190,2502790,82,66,2018
3191,2502940,96,90,2018
3192,2503030,94,85,2018
3193,2503080,95,78,2018
3194,2503090,79,53,2018
3195,2503150,98,93,2018
3196,2503270,92,80,2018
3197,2503310,92,72,2018
3198,2503390,92,77,2018
3199,2503510,97,91,2018
3200,2503540,65,35,2018
3201,2503660,87,73,2018
3202,2503750,92,72,2018
3203,2503990,92,72,2018
3204,2504050,92,87,2018
3205,2504140,92,77,2018
3206,2504200,92,82,2018
3207,2504230,92,82,2018
3208,2504320,92,82,2018
3209,2504360,92,77,2018
3210,2504440,92,77,2018
3211,2504590,87,72,2018
3212,2504770,81,58,2018
3213,2504800,92,82,2018
3214,2504830,76,51,2018
3215,2504890,77,57,2018
